CALLE,ALT PLANO,DIRECCION,coord_X,coord_Y,COMUNA,BARRIO,L1,l1_sen,L2,l2_sen,L3,l3_sen,L4,l4_sen,L5,l5_sen,L6,l6_sen
EMILIO CASTRO AV.,"7658","7658 CASTRO, EMILIO AV.",-58.5243048,-34.6561839,"9",MATADEROS,"113",V,,,,,,,,,,
EMILIO CASTRO AV.,"7440","7440 CASTRO, EMILIO AV.",-58.5219075,-34.6550632,"9",MATADEROS,"113",V,,,,,,,,,,
EMILIO CASTRO AV.,"7016","7016 CASTRO, EMILIO AV.",-58.5173362,-34.6529518,"9",MATADEROS,"113",V,,,,,,,,,,
ARAOZ,"2083",2083 ARAOZ,-58.4196313,-34.588625,"14",PALERMO,"160",V,,,,,,,,,,
EMILIO CASTRO AV.,"6712","6712 CASTRO, EMILIO AV.",-58.5144668,-34.6515873,"9",MATADEROS,"113",V,,,,,,,,,,
EMILIO CASTRO AV.,"6424","6424 CASTRO, EMILIO AV.",-58.5117574,-34.6503548,"9",MATADEROS,"4",I,"113",V,,,,,,,,
EMILIO CASTRO AV.,"6212","6212 CASTRO, EMILIO AV.",-58.5090117,-34.6490812,"9",MATADEROS,"4",I,"113",V,,,,,,,,
EMILIO CASTRO AV.,"6008","6008 CASTRO, EMILIO AV.",-58.5066097,-34.6479698,"9",MATADEROS,"4",I,"113",V,,,,,,,,
ARAOZ,"2495",2495 ARAOZ,-58.4151929,-34.5859898,"14",PALERMO,"160",V,,,,,,,,,,
EMILIO CASTRO AV.,"5734","5734 CASTRO, EMILIO AV.",-58.5035716,-34.6465435,"9",MATADEROS,"4",I,"113",V,,,,,,,,
EMILIO CASTRO AV.,"5216","5216 CASTRO, EMILIO AV.",-58.4982736,-34.6440438,"9",MATADEROS,"4",I,,,,,,,,,,
JULIAN ALVAREZ,"2326","2326 ALVAREZ, JULIAN",-58.4167523,-34.5879502,"14",PALERMO,"188",I,,,,,,,,,,
BOYACA AV.,"1639",1639 BOYACA,-58.468196,-34.6107656,"11",VILLA GRAL MITRE,"110",I,"113",V,,,,,,,,
BOYACA AV.,"1993",1993 BOYACA,-58.4707529,-34.6074065,"11",VILLA GRAL MITRE,"113",V,,,,,,,,,,
BOYACA AV.,"2295",2295 BOYACA,-58.4727776,-34.6047362,"11",VILLA GRAL MITRE,"113",V,"133",I,,,,,,,,
GAVILAN,"2230",2230 GAVILAN,-58.473768,-34.6057342,"11",VILLA GRAL MITRE,"113",I,,,,,,,,,,
GAVILAN,"2008",2008 GAVILAN,-58.4721882,-34.607807,"11",VILLA GRAL MITRE,"113",I,,,,,,,,,,
GAVILAN,"1602",1602 GAVILAN,-58.4691804,-34.6117572,"11",VILLA GRAL MITRE,"113",I,,,,,,,,,,
CORDOBA AV.,"4841",4841 CORDOBA AV.,-58.4326641,-34.592466,"14",PALERMO,"140",I,,,,,,,,,,
CORDOBA AV.,"5171",5171 CORDOBA AVE,-58.4358168,-34.590379,"14",PALERMO,"140",I,,,,,,,,,,
SARMIENTO,"4599",4599 SARMIENTO,-58.4301871,-34.6040039,"5",ALMAGRO,"71",I,,,,,,,,,,
SARMIENTO,"4581",4581 SARMIENTO,-58.4300328,-34.6040163,"5",ALMAGRO,"24",V,"124",I,,,,,,,,
SARMIENTO,"4387",4387 SARMIENTO,-58.4271803,-34.6041796,"5",ALMAGRO,"24",V,"124",I,,,,,,,,
SARMIENTO,"4367",4367 SARMIENTO,-58.4266919,-34.6042125,"5",ALMAGRO,"71",I,,,,,,,,,,
SARMIENTO,"4183",4183 SARMIENTO,-58.4240509,-34.6044911,"5",ALMAGRO,"24",V,"124",I,,,,,,,,
SARMIENTO,"4199",4199 SARMIENTO,-58.4239434,-34.6045045,"5",ALMAGRO,"71",I,,,,,,,,,,
SARMIENTO,"3995",3995 SARMIENTO,-58.4207966,-34.6049067,"5",ALMAGRO,"71",I,"168",I,,,,,,,,
SARMIENTO,"3929",3929 SARMIENTO,-58.420319,-34.604964,"5",ALMAGRO,"24",V,"124",I,,,,,,,,
SARMIENTO,"3771",3771 SARMIENTO,-58.4180056,-34.6052898,"5",ALMAGRO,"71",I,"168",I,,,,,,,,
SARMIENTO,"3591",3591 SARMIENTO,-58.4158065,-34.6056593,"5",ALMAGRO,"24",V,"124",I,,,,,,,,
SARMIENTO,"3565",3565 SARMIENTO,-58.4156327,-34.6056894,"5",ALMAGRO,"71",I,"168",I,,,,,,,,
PRES. TTE. GRAL. JUAN DOMINGO PERON,"3493","3493 PERON, JUAN DOMINGO, TTE. GENERAL",-58.4160284,-34.6069358,"5",ALMAGRO,"146",I,,,,,,,,,,
PRES. TTE. GRAL. JUAN DOMINGO PERON,"3891","3891 PERON, JUAN DOMINGO, TTE. GENERAL",-58.4210502,-34.6059601,"5",ALMAGRO,"160",V,,,,,,,,,,
PRES. TTE. GRAL. JUAN DOMINGO PERON,"4077","4077 PERON, JUAN DOMINGO, TTE. GENERAL",-58.424116,-34.605747,"5",ALMAGRO,"160",V,,,,,,,,,,
JERONIMO SALGUERO,"599","599 SALGUERO, JERONIMO",-58.4194809,-34.6034555,"5",ALMAGRO,"128",V,"151",I,,,,,,,,
JERONIMO SALGUERO,"585","585 SALGUERO, JERONIMO",-58.4195012,-34.6036141,"5",ALMAGRO,"19",I,"127",I,,,,,,,,
JERONIMO SALGUERO,"569","569 SALGUERO, JERONIMO",-58.4195385,-34.6039053,"5",ALMAGRO,"90",I,,,,,,,,,,
JERONIMO SALGUERO,"373","373 SALGUERO, JERONIMO",-58.4198466,-34.6063662,"5",ALMAGRO,"128",V,"151",I,,,,,,,,
JERONIMO SALGUERO,"365","365 SALGUERO, JERONIMO",-58.4198527,-34.6064442,"5",ALMAGRO,"19",I,"90",I,,,,,,,,
JERONIMO SALGUERO,"361","361 SALGUERO, JERONIMO",-58.4198587,-34.6065218,"5",ALMAGRO,"127",I,,,,,,,,,,
JERONIMO SALGUERO,"187","187 SALGUERO, JERONIMO",-58.4199779,-34.608836,"5",ALMAGRO,"19",I,"90",I,,,,,,,,
JERONIMO SALGUERO,"175","175 SALGUERO, JERONIMO",-58.4199643,-34.6089445,"5",ALMAGRO,"151",I,"160",V,,,,,,,,
ALICIA MOREAU DE JUSTO AV.,"720","720 MOREAU DE JUSTO, ALICIA AV.",-58.36671,-34.606804,"1",PUERTO MADERO,"4",I,,,,,,,,,,
ALICIA MOREAU DE JUSTO AV.,"730","730 MOREAU DE JUSTO, ALICIA AV.",-58.366644,-34.607383,"1",PUERTO MADERO,"20",V,"129",V,,,,,,,,
ALICIA MOREAU DE JUSTO AV.,"1536","1536 MOREAU DE JUSTO, ALICIA AV.",-58.3659076,-34.6157229,"1",PUERTO MADERO,"111",V,,,,,,,,,,
GAONA AV.,"2261",2261 GAONA AV.,-58.4582695,-34.6133636,"6",CABALLITO,"76",V,,,,,,,,,,
GAONA AV.,"2285",2285 GAONA AV.,-58.4590755,-34.6136757,"6",CABALLITO,"84",I,"124",I,,,,,,,,
GAONA AV.,"2267",2267 GAONA AV.,-58.4588452,-34.6135733,"6",CABALLITO,"99",V,"106",V,,,,,,,,
CORONEL APOLINARIO D. FIGUEROA,"1404","1404 FIGUEROA, D. APOLINARIO, CORONEL",-58.4569178,-34.6113421,"6",CABALLITO,"76",I,,,,,,,,,,
CORONEL APOLINARIO D. FIGUEROA,"1006","1006 FIGUEROA, D. APOLINARIO, CORONEL",-58.4521351,-34.6088645,"6",CABALLITO,"76",I,,,,,,,,,,
DR. JUAN FELIPE ARANGUREN,"1793","1793 ARANGUREN, JUAN F., DR.",-58.4564928,-34.6199212,"6",CABALLITO,"92",I,"172",I,,,,,,,,
POTOSI,"4497",4497 POTOSI,-58.4304295,-34.6070105,"5",ALMAGRO,"105",I,"146",I,,,,,,,,
POTOSI,"4293",4293 POTOSI,-58.4274957,-34.6072396,"5",ALMAGRO,"105",I,"146",I,,,,,,,,
POTOSI,"4111",4111 POTOSI,-58.4255877,-34.6071978,"5",ALMAGRO,"105",I,"146",I,,,,,,,,
POTOSI,"3889",3889 POTOSI,-58.4210783,-34.6072205,"5",ALMAGRO,"146",I,,,,,,,,,,
DIAZ VELEZ AV.,"3509",3509 DIAZ VELEZ AV.,-58.4162774,-34.6085726,"5",ALMAGRO,"146",V,,,,,,,,,,
DIAZ VELEZ AV.,"3920",3920 DIAZ VELEZ AV.,-58.4220069,-34.6086612,"5",ALMAGRO,"105",V,,,,,,,,,,
DIAZ VELEZ AV.,"3928",3928 DIAZ VELEZ AV.,-58.4220546,-34.6086621,"5",ALMAGRO,"146",V,,,,,,,,,,
DIAZ VELEZ AV.,"4102",4102 DIAZ VELEZ AV.,-58.4248517,-34.608715,"5",ALMAGRO,"105",V,"146",V,,,,,,,,
DIAZ VELEZ AV.,"4488",4488 DIAZ VELEZ AV.,-58.4300979,-34.6088114,"5",ALMAGRO,"105",V,"146",V,,,,,,,,
BARTOLOME MITRE,"3808","3808 MITRE, BARTOLOME",-58.4202221,-34.60978,"5",ALMAGRO,"105",V,"151",V,,,,,,,,
BARTOLOME MITRE,"3806","3806 MITRE, BARTOLOME",-58.4200319,-34.6097616,"5",ALMAGRO,"19",V,"90",V,,,,,,,,
BARTOLOME MITRE,"3638","3638 MITRE, BARTOLOME",-58.417956,-34.6096311,"5",ALMAGRO,"151",V,,,,,,,,,,
BARTOLOME MITRE,"3622","3622 MITRE, BARTOLOME",-58.4177739,-34.6096193,"5",ALMAGRO,"105",V,,,,,,,,,,
BARTOLOME MITRE,"3608","3608 MITRE, BARTOLOME",-58.41758,-34.6096067,"5",ALMAGRO,"19",V,,,,,,,,,,
BARTOLOME MITRE,"3444",3444 MITRE BARTOLOME,-58.4152465,-34.6094575,"5",ALMAGRO,"105",V,,,,,,,,,,
BARTOLOME MITRE,"3434",3434 MITRE BARTOLOME,-58.415194,-34.6094541,"5",ALMAGRO,"90",V,"151",V,,,,,,,,
BARTOLOME MITRE,"3410","3410 MITRE, BARTOLOME",-58.4148936,-34.6094342,"5",ALMAGRO,"19",V,"164",V,,,,,,,,
MARIO BRAVO,"435","435 BRAVO, MARIO",-58.4169226,-34.6049858,"5",ALMAGRO,"180",V,,,,,,,,,,
BULNES,"210",210 BULNES,-58.4188091,-34.6082613,"5",ALMAGRO,"180",I,,,,,,,,,,
HONDURAS,"5289",5289 HONDURAS,-58.4326449,-34.5869878,"14",PALERMO,"39",I,,,,,,,,,,
COSTA RICA,"4802",4802 COSTA RICA,-58.4283833,-34.5873168,"14",PALERMO,"39",V,,,,,,,,,,
COSTA RICA,"4604",4604 COSTA RICA,-58.4264099,-34.5886359,"14",PALERMO,"39",V,,,,,,,,,,
COSTA RICA,"4414",4414 COSTA RICA,-58.4242491,-34.5900902,"14",PALERMO,"39",V,,,,,,,,,,
COSTA RICA,"4208",4208 COSTA RICA,-58.4226679,-34.5913125,"14",PALERMO,"39",V,,,,,,,,,,
COSTA RICA,"4010",4010 COSTA RICA,-58.4193957,-34.5916134,"14",PALERMO,"39",V,,,,,,,,,,
JERONIMO SALGUERO,"1697","1697 SALGUERO, JERONIMO",-58.4170529,-34.5905328,"14",PALERMO,"39",V,,,,,,,,,,
JOSE LEON CABEZON,"3091","3091 CABEZON, JOSE LEON",-58.5077369,-34.5844499,"12",VILLA PUEYRREDON,"90",I,,,,,,,,,,
JOSE LEON CABEZON,"3299","3299 CABEZON, JOSE LEON",-58.5103081,-34.5860321,"12",VILLA PUEYRREDON,"90",I,,,,,,,,,,
JOSE LEON CABEZON,"2897","2897 CABEZON, JOSE LEON",-58.5051233,-34.5828321,"12",VILLA PUEYRREDON,"90",I,,,,,,,,,,
ESTADO PLURINACIONAL DE BOLIVIA,"5027",5027 ESTADO PLURINACIONAL DE BOLIVIA,-58.5016503,-34.5809714,"12",VILLA PUEYRREDON,"90",I,,,,,,,,,,
GRIVEO,"2887",2887 GRIVEO,-58.5035103,-34.5843695,"12",VILLA PUEYRREDON,"107",V,,,,,,,,,,
GRIVEO,"3093",3093 GRIVEO,-58.5061886,-34.5860273,"12",VILLA PUEYRREDON,"107",V,,,,,,,,,,
LADINES,"3314",3314 LADINES,-58.5099757,-34.5871342,"11",VILLA DEVOTO,"90",V,,,,,,,,,,
LADINES,"3126",3126 LADINES,-58.5072798,-34.5854744,"12",VILLA PUEYRREDON,"90",V,,,,,,,,,,
LADINES,"2912",2912 LADINES,-58.5046741,-34.5838623,"12",VILLA PUEYRREDON,"90",V,,,,,,,,,,
LADINES,"2712",2712 LADINES,-58.5024176,-34.582461,"12",VILLA PUEYRREDON,"90",V,,,,,,,,,,
LADINES,"2514",2514 LADINES,-58.5001031,-34.5810259,"12",VILLA PUEYRREDON,"90",V,,,,,,,,,,
GRAL. MOSCONI AV.,"2412",2412 MOSCONI GENERAL AV.,-58.4966609,-34.5829677,"12",VILLA PUEYRREDON,"90",V,,,,,,,,,,
LLERENA,"3197",3197 LLERENA,-58.4810777,-34.5901954,"15",PARQUE CHAS,"111",I,,,,,,,,,,
DE LOS CONSTITUYENTES AV.,"3310",3310 DE LOS CONSTITUYENTES AV.,-58.4814408,-34.5902894,"15",AGRONOMIA,"111",V,,,,,,,,,,
DE LOS CONSTITUYENTES AV.,"3493",Av. De los Constituyentes 3493,-58.48424,-34.58922,"15",PARQUE CHAS,"111",I,,,,,,,,,,
CHORROARIN AV.,"595",595 CHORROARIN AV.,-58.4741091,-34.5900475,"15",PARQUE CHAS,"113",I,,,,,,,,,,
CHORROARIN AV.,"685",685 CHORROARIN AV.,-58.4731284,-34.5893324,"15",PATERNAL,"113",V,,,,,,,,,,
GRAL. MOSCONI AV.,"2130",2130 MOSCONI GENERAL AV.,-58.4937051,-34.5811382,"12",VILLA PUEYRREDON,"90",V,,,,,,,,,,
JUAN B. JUSTO AV.,"1045","1045 JUSTO, JUAN B. AV.",-58.4303243,-34.58211,"14",PALERMO,"166",V,"34",V,,,,,,,,
GRAL. MOSCONI AV.,"2126",2126 MOSCONI GENERAL AV.,-58.4936318,-34.5810932,"12",VILLA PUEYRREDON,"107",I,"114",V,,,,,,,,
JUAN B. JUSTO AV.,"1524","1524 JUSTO, JUAN B. AV.",-58.4352243,-34.58586,"14",PALERMO,"166",V,"34",V,,,,,,,,
GRAL. MOSCONI AV.,"2514",2514 MOSCONI GENERAL AV.,-58.497789,-34.5836108,"12",VILLA PUEYRREDON,"87",V,,,,,,,,,,
GRAL. MOSCONI AV.,"2530",2530 MOSCONI GENERAL AV.,-58.4979698,-34.5837786,"12",VILLA PUEYRREDON,"107",I,"114",V,,,,,,,,
GRAL. MOSCONI AV.,"2902",2902 MOSCONI GENERAL AVE,-58.5023102,-34.5864605,"12",VILLA PUEYRREDON,"87",V,,,,,,,,,,
GRAL. MOSCONI AV.,"2904",2904 MOSCONI GENERAL AVE,-58.502336,-34.586476,"12",VILLA PUEYRREDON,"107",I,"114",V,,,,,,,,
CARLOS ANTONIO LOPEZ,"3247","3247 LOPEZ, CARLOS ANTONIO",-58.508127,-34.5885627,"12",VILLA PUEYRREDON,"114",I,,,,,,,,,,
CARLOS ANTONIO LOPEZ,"3095","3095 LOPEZ, CARLOS ANTONIO",-58.5055032,-34.5869366,"12",VILLA PUEYRREDON,"114",I,,,,,,,,,,
CARLOS ANTONIO LOPEZ,"2889","2889 LOPEZ, CARLOS ANTONIO",-58.5028238,-34.5852672,"12",VILLA PUEYRREDON,"114",I,,,,,,,,,,
CARLOS ANTONIO LOPEZ,"2697","2697 LOPEZ, CARLOS ANTONIO",-58.5005773,-34.5838743,"12",VILLA PUEYRREDON,"114",I,,,,,,,,,,
CARLOS ANTONIO LOPEZ,"2495","2495 LOPEZ, CARLOS ANTONIO",-58.4982548,-34.5824354,"12",VILLA PUEYRREDON,"114",I,,,,,,,,,,
GRIVEO,"2487",2487 GRIVEO,-58.4990475,-34.5816054,"12",VILLA PUEYRREDON,"90",I,"107",V,,,,,,,,
URIARTE,"2489",2489 URIARTE,-58.4228332,-34.5808322,"14",PALERMO,"55",V,,,,,,,,,,
ZAMUDIO,"4299",4299 ZAMUDIO,-58.4937003,-34.5858337,"12",VILLA PUEYRREDON,"87",I,"110",I,,,,,,,,
JORGE LUIS BORGES,"1895","1895 BORGES, JORGE LUIS",-58.4271493,-34.5868081,"14",PALERMO,"55",V,,,,,,,,,,
GABRIELA MISTRAL,"2493","2493 MISTRAL, GABRIELA",-58.4967162,-34.5841272,"12",VILLA PUEYRREDON,"87",I,"110",I,,,,,,,,
GABRIELA MISTRAL,"2699","2699 MISTRAL, GABRIELA",-58.4989402,-34.5855051,"12",VILLA PUEYRREDON,"87",I,,,,,,,,,,
GABRIELA MISTRAL,"2895","2895 MISTRAL, GABRIELA",-58.5012633,-34.5869434,"12",VILLA PUEYRREDON,"87",I,,,,,,,,,,
SALVADOR MARIA DEL CARRIL AV.,"2489","2489 CARRIL, SALVADOR MARIA DEL AV.",-58.4934891,-34.5876983,"12",VILLA PUEYRREDON,"176",I,,,,,,,,,,
DR. JUAN FELIPE ARANGUREN,"1389",1389 ARANGUREN JUAN F DR,-58.4518287,-34.6182251,"6",CABALLITO,"92",I,"172",I,,,,,,,,
DE LOS INCAS AV.,"5318",5318 DE LOS INCAS AV.,-58.4826614,-34.5876614,"15",PARQUE CHAS,"80",V,"87",V,"123",V,,,,,,
DR. JUAN FELIPE ARANGUREN,"775","775 ARANGUREN, JUAN F., DR.",-58.4451421,-34.6154867,"6",CABALLITO,"92",I,"172",I,,,,,,,,
DR. JUAN FELIPE ARANGUREN,"783","783 ARANGUREN, JUAN F., DR.",-58.4433831,-34.6148386,"6",CABALLITO,"84",I,"181",I,,,,,,,,
DR. JUAN FELIPE ARANGUREN,"597","597 ARANGUREN, JUAN F., DR.",-58.4398838,-34.6134445,"6",CABALLITO,"172",I,"181",I,,,,,,,,
DE LOS INCAS AV.,"4895",4895 DE LOS INCAS AV.,-58.4788606,-34.5846185,"15",PARQUE CHAS,"80",I,"87",I,"123",I,,,,,,
DR. JUAN FELIPE ARANGUREN,"585","585 ARANGUREN, JUAN F., DR.",-58.4397383,-34.613375,"6",CABALLITO,"84",I,,,,,,,,,,
DE LOS INCAS AV.,"4912",4912 DE LOS INCAS AVE,-58.479031,-34.5849191,"15",PARQUE CHAS,"123",V,,,,,,,,,,
DE LOS INCAS AV.,"4910",4910 DE LOS INCAS AVE,-58.4790165,-34.5849081,"15",PARQUE CHAS,"80",V,"87",V,"123",V,,,,,,
DR. HONORIO PUEYRREDON AV.,"695","695 PUEYRREDON, HONORIO, DR. AV.",-58.4420181,-34.6119626,"6",CABALLITO,"92",V,,,,,,,,,,
DE LOS INCAS AV.,"4512",4512 DE LOS INCAS AV.,-58.4745701,-34.5815515,"15",PARQUE CHAS,"80",V,"87",V,,,,,,,,
FRANKLIN,"736",736 FRANKLIN,-58.4428667,-34.6084578,"6",CABALLITO,"99",I,"124",V,,,,,,,,
TRIUNVIRATO AV.,"3758",3758 TRIUNVIRATO AV.,-58.4745078,-34.5811071,"15",PARQUE CHAS,"108",V,"176",V,,,,,,,,
DR. HONORIO PUEYRREDON AV.,"1063","1063 PUEYRREDON, HONORIO, DR. AV.",-58.4448456,-34.608232,"6",CABALLITO,"106",I,"92",V,,,,,,,,
DR. HONORIO PUEYRREDON AV.,"1065","1065 PUEYRREDON, HONORIO, DR. AV.",-58.4449232,-34.608141,"6",CABALLITO,"92",V,,,,,,,,,,
TRIUNVIRATO AV.,"3764",3764 TRIUNVIRATO AV.,-58.4746268,-34.5809689,"15",PARQUE CHAS,"71",V,"127",V,,,,,,,,
FRANKLIN,"802",802 FRANKLIN,-58.4446233,-34.6091138,"6",CABALLITO,"99",I,"124",V,,,,,,,,
TRIUNVIRATO AV.,"3914",3914 TRIUNVIRATO AV.,-58.4759059,-34.579938,"15",PARQUE CHAS,"133",V,,,,,,,,,,
TRIUNVIRATO AV.,"3928",3928 TRIUNVIRATO AV.,-58.4760802,-34.5798968,"15",PARQUE CHAS,"71",V,"127",V,,,,,,,,
FRANKLIN,"902",902 FRANKLIN,-58.4467716,-34.6099109,"6",CABALLITO,"106",I,,,,,,,,,,
TRIUNVIRATO AV.,"3944",3944 TRIUNVIRATO AV.,-58.476395,-34.5798224,"15",PARQUE CHAS,"108",V,,,,,,,,,,
TRIUNVIRATO AV.,"3958",3958 TRIUNVIRATO AV.,-58.4766048,-34.5797728,"15",PARQUE CHAS,"176",V,,,,,,,,,,
FRANKLIN,"916",916 FRANKLIN,-58.4468609,-34.6099468,"6",CABALLITO,"99",I,"124",V,,,,,,,,
FRANKLIN,"1050",1050 FRANKLIN,-58.4493388,-34.6109356,"6",CABALLITO,"106",I,"124",V,,,,,,,,
TRIUNVIRATO AV.,"4089",4089 TRIUNVIRATO AV.,-58.4785344,-34.5791356,"15",VILLA ORTUZA,"71",I,"127",I,,,,,,,,
TRIUNVIRATO AV.,"4071",4071 TRIUNVIRATO AV.,-58.4783555,-34.579177,"15",VILLA ORTUZA,"108",I,"133",I,,,,,,,,
FRANKLIN,"1240",1240 FRANKLIN,-58.4519105,-34.6119447,"6",CABALLITO,"106",I,,,,,,,,,,
FRAGATA PRES. SARMIENTO,"995",995 FRAGATA PRES. SARMIENTO,-58.453959,-34.6129622,"6",CABALLITO,"99",I,"124",V,,,,,,,,
FRAGATA PRES. SARMIENTO,"787",787 FRAGATA PRES. SARMIENTO,-58.4525323,-34.6149387,"6",CABALLITO,"99",I,"106",I,,,,,,,,
LA PAMPA,"5210",5210 LA PAMPA,-58.4813267,-34.5805434,"15",PARQUE CHAS,"108",V,"176",V,,,,,,,,
GAONA AV.,"1693",1693 GAONA AV.,-58.4521377,-34.6105,"6",CABALLITO,"76",V,"124",I,,,,,,,,
GAONA AV.,"1667",1667 GAONA AV.,-58.4518812,-34.6103611,"6",CABALLITO,"99",V,"106",V,,,,,,,,
DE LOS CONSTITUYENTES AV.,"3494",3494 DE LOS CONSTITUYENTES AV.,-58.4845545,-34.5892409,"15",AGRONOMIA,"111",V,,,,,,,,,,
GAONA AV.,"1283",1283 GAONA AV.,-58.4476539,-34.6081322,"6",CABALLITO,"99",V,"106",V,,,,,,,,
GAONA AV.,"1271",1271 GAONA AV.,-58.4474541,-34.6080443,"6",CABALLITO,"76",V,"124",I,,,,,,,,
DE LOS INCAS AV.,"5467",5467 DE LOS INCAS AV.,-58.484097,-34.5885657,"15",PARQUE CHAS,"80",I,"87",I,"123",I,,,,,,
CORRIENTES AV.,"3476",3476 CORRIENTES AV.,-58.4141227,-34.6041494,"5",ALMAGRO,"71",V,"168",V,,,,,,,,
CORRIENTES AV.,"3436",3436 CORRIENTES AV.,-58.4137415,-34.6041868,"5",ALMAGRO,"24",I,"180",V,,,,,,,,
CORRIENTES AV.,"3416",3416 CORRIENTES AV.,-58.4135097,-34.6042095,"5",ALMAGRO,"26",V,"124",V,,,,,,,,
CORRIENTES AV.,"3222",3222 CORRIENTES AV.,-58.410654,-34.6041124,"3",BALVANERA,"71",V,"168",V,,,,,,,,
CORRIENTES AV.,"3148",3148 CORRIENTES AV.,-58.4097847,-34.604142,"3",BALVANERA,"146",V,,,,,,,,,,
CORRIENTES AV.,"3138",3138 CORRIENTES AV.,-58.4095799,-34.6041551,"3",BALVANERA,"24",V,"26",V,,,,,,,,
CORRIENTES AV.,"3126",3126 CORRIENTES AV.,-58.4094063,-34.6041663,"3",BALVANERA,"124",V,"180",V,,,,,,,,
CORRIENTES AV.,"2880",2880 CORRIENTES AV.,-58.4064084,-34.6045293,"3",BALVANERA,"124",V,,,,,,,,,,
CORRIENTES AV.,"2880",2880 CORRIENTES AV.,-58.406457,-34.604791,"3",BALVANERA,"146",V,"180",V,,,,,,,,
CORRIENTES AV.,"2832",2832 CORRIENTES AVE,-58.4059249,-34.604595,"3",BALVANERA,"24",V,"26",V,,,,,,,,
CORRIENTES AV.,"2818",2818 CORRIENTES AVE,-58.4057675,-34.6046159,"3",BALVANERA,"71",V,"168",V,,,,,,,,
CORRIENTES AV.,"2574",2574 CORRIENTES AV.,-58.4032818,-34.6048204,"3",BALVANERA,"115",V,"124",V,,,,,,,,
CORRIENTES AV.,"2564",2564 CORRIENTES AV.,-58.4030336,-34.6048171,"3",BALVANERA,"146",V,"180",V,,,,,,,,
CORRIENTES AV.,"2522",2522 CORRIENTES AV.,-58.4023882,-34.6048011,"3",BALVANERA,"24",V,"26",V,,,,,,,,
CORRIENTES AV.,"2380",2380 CORRIENTES AV.,-58.400517,-34.6047489,"3",BALVANERA,"115",V,"124",V,"180",V,,,,,,
CORRIENTES AV.,"2314",2314 CORRIENTES AV.,-58.3997524,-34.6047267,"3",BALVANERA,"24",V,"26",V,"146",V,,,,,,
CORRIENTES AV.,"2118",2118 CORRIENTES AV.,-58.3970661,-34.6046249,"3",BALVANERA,"115",V,"124",V,,,,,,,,
CORRIENTES AV.,"2066",2066 CORRIENTES AV.,-58.3961009,-34.6045974,"3",BALVANERA,"60",V,"124",V,"115",V,,,,,,
CORRIENTES AV.,"1878",1878 CORRIENTES AV.,-58.39336,-34.6045226,"3",BALVANERA,"146",V,"180",V,,,,,,,,
CORRIENTES AV.,"1844",1844 CORRIENTES AV.,-58.3930298,-34.6045173,"3",BALVANERA,"24",V,"26",V,,,,,,,,
CORRIENTES AV.,"1812",1812 CORRIENTES AV.,-58.3925916,-34.6045074,"3",BALVANERA,"60",V,"115",V,,,,,,,,
CARLOS CALVO,"108","108 CALVO, CARLOS",-58.3674944,-34.6193943,"1",SAN TELMO,"111",I,,,,,,,,,,
CARLOS CALVO,"8","8 CALVO, CARLOS",-58.3664563,-34.6193082,"1",SAN TELMO,"103",I,,,,,,,,,,
MORENO,"189",189 MORENO,-58.369095,-34.611108,"1",MONSERRAT,"111",I,,,,,,,,,,
MORENO,"179",179 MORENO,-58.3689915,-34.6111035,"1",MONSERRAT,"103",I,,,,,,,,,,
LASCANO,"3206",3206 LASCANO,-58.4890482,-34.6091004,"11",VILLA DEL PARQUE,"109",I,"135",I,,,,,,,,
LASCANO,"3108",3108 LASCANO,-58.4877675,-34.6083907,"11",VILLA DEL PARQUE,"24",I,,,,,,,,,,
LASCANO,"2908",2908 LASCANO,-58.4853019,-34.6070364,"11",VILLA DEL PARQUE,"24",I,,,,,,,,,,
LASCANO,"2470",2470 LASCANO,-58.479284,-34.6040114,"11",VILLA DEL PARQUE,"24",I,,,,,,,,,,
LASCANO,"2208",2208 LASCANO,-58.4764714,-34.6024753,"11",VILLA DEL PARQUE,"24",I,,,,,,,,,,
ARREGUI,"2285",2285 ARREGUI,-58.4783972,-34.6012892,"11",VILLA DEL PARQUE,"24",V,,,,,,,,,,
NAZCA AV.,"3478",3478 NAZCA AV.,-58.4941334,-34.595427,"15",AGRONOMIA,"110",V,,,,,,,,,,
ARREGUI,"2683",2683 ARREGUI,-58.4834294,-34.6041311,"11",VILLA DEL PARQUE,"24",V,,,,,,,,,,
ARREGUI,"2889",2897 ARREGUI,-58.4860845,-34.6056417,"11",VILLA DEL PARQUE,"24",V,,,,,,,,,,
NAZCA AV.,"3806",3806 NAZCA,-58.4964772,-34.5926867,"15",AGRONOMIA,"110",V,,,,,,,,,,
ARREGUI,"3089",3089 ARREGUI,-58.4884642,-34.6069891,"11",VILLA DEL PARQUE,"24",V,,,,,,,,,,
NAZCA AV.,"3875",3875 NAZCA,-58.4967118,-34.5922628,"15",AGRONOMIA,"110",I,,,,,,,,,,
HELGUERA,"2595",2595 HELGUERA,-58.49033296,-34.60491507,"11",VILLA DEL PARQUE,"24",V,"134",V,,,,,,,,
HELGUERA,"2595",2595 HELGUERA,-58.4911807,-34.604069,"11",VILLA DEL PARQUE,"84",I,"124",I,,,,,,,,
NAZCA AV.,"4059",4059 NAZCA,-58.497869,-34.5909886,"15",AGRONOMIA,"110",I,,,,,,,,,,
