street,street number,complete address,long,lat,commune,neighborhood
BARTOLOME MITRE,3410,"3410 MITRE, BARTOLOME",-58.4148936,-34.6094342,5,ALMAGRO
MARIO BRAVO,435,"435 BRAVO, MARIO",-58.4169226,-34.6049858,5,ALMAGRO
BULNES,210,210 BULNES,-58.4188091,-34.6082613,5,ALMAGRO
HONDURAS,5289,5289 HONDURAS,-58.4326449,-34.5869878,14,PALERMO
COSTA RICA,4802,4802 COSTA RICA,-58.4283833,-34.5873168,14,PALERMO
COSTA RICA,4604,4604 COSTA RICA,-58.4264099,-34.5886359,14,PALERMO
COSTA RICA,4414,4414 COSTA RICA,-58.4242491,-34.5900902,14,PALERMO
COSTA RICA,4208,4208 COSTA RICA,-58.4226679,-34.5913125,14,PALERMO
COSTA RICA,4010,4010 COSTA RICA,-58.4193957,-34.5916134,14,PALERMO
JERONIMO SALGUERO,1697,"1697 SALGUERO, JERONIMO",-58.4170529,-34.5905328,14,PALERMO
JOSE LEON CABEZON,3091,"3091 CABEZON, JOSE LEON",-58.5077369,-34.5844499,12,VILLA PUEYRREDON
JOSE LEON CABEZON,3299,"3299 CABEZON, JOSE LEON",-58.5103081,-34.5860321,12,VILLA PUEYRREDON
JOSE LEON CABEZON,2897,"2897 CABEZON, JOSE LEON",-58.5051233,-34.5828321,12,VILLA PUEYRREDON
ESTADO PLURINACIONAL DE BOLIVIA,5027,5027 ESTADO PLURINACIONAL DE BOLIVIA,-58.5016503,-34.5809714,12,VILLA PUEYRREDON
GRIVEO,2887,2887 GRIVEO,-58.5035103,-34.5843695,12,VILLA PUEYRREDON
GRIVEO,3093,3093 GRIVEO,-58.5061886,-34.5860273,12,VILLA PUEYRREDON
LADINES,3314,3314 LADINES,-58.5099757,-34.5871342,11,VILLA DEVOTO
LADINES,3126,3126 LADINES,-58.5072798,-34.5854744,12,VILLA PUEYRREDON
LADINES,2912,2912 LADINES,-58.5046741,-34.5838623,12,VILLA PUEYRREDON
LADINES,2712,2712 LADINES,-58.5024176,-34.582461,12,VILLA PUEYRREDON
LADINES,2514,2514 LADINES,-58.5001031,-34.5810259,12,VILLA PUEYRREDON
GRAL. MOSCONI AV.,2412,2412 MOSCONI GENERAL AV.,-58.4966609,-34.5829677,12,VILLA PUEYRREDON
LLERENA,3197,3197 LLERENA,-58.4810777,-34.5901954,15,PARQUE CHAS
DE LOS CONSTITUYENTES AV.,3310,3310 DE LOS CONSTITUYENTES AV.,-58.4814408,-34.5902894,15,AGRONOMIA
DE LOS CONSTITUYENTES AV.,3493,Av. De los Constituyentes 3493,-58.48424,-34.58922,15,PARQUE CHAS
CHORROARIN AV.,595,595 CHORROARIN AV.,-58.4741091,-34.5900475,15,PARQUE CHAS
CHORROARIN AV.,685,685 CHORROARIN AV.,-58.4731284,-34.5893324,15,PATERNAL
GRAL. MOSCONI AV.,2130,2130 MOSCONI GENERAL AV.,-58.4937051,-34.5811382,12,VILLA PUEYRREDON
JUAN B. JUSTO AV.,1045,"1045 JUSTO, JUAN B. AV.",-58.4303243,-34.58211,14,PALERMO
GRAL. MOSCONI AV.,2126,2126 MOSCONI GENERAL AV.,-58.4936318,-34.5810932,12,VILLA PUEYRREDON
JUAN B. JUSTO AV.,1524,"1524 JUSTO, JUAN B. AV.",-58.4352243,-34.58586,14,PALERMO
GRAL. MOSCONI AV.,2514,2514 MOSCONI GENERAL AV.,-58.497789,-34.5836108,12,VILLA PUEYRREDON
GRAL. MOSCONI AV.,2530,2530 MOSCONI GENERAL AV.,-58.4979698,-34.5837786,12,VILLA PUEYRREDON
GRAL. MOSCONI AV.,2902,2902 MOSCONI GENERAL AVE,-58.5023102,-34.5864605,12,VILLA PUEYRREDON
GRAL. MOSCONI AV.,2904,2904 MOSCONI GENERAL AVE,-58.502336,-34.586476,12,VILLA PUEYRREDON
CARLOS ANTONIO LOPEZ,3247,"3247 LOPEZ, CARLOS ANTONIO",-58.508127,-34.5885627,12,VILLA PUEYRREDON
CARLOS ANTONIO LOPEZ,3095,"3095 LOPEZ, CARLOS ANTONIO",-58.5055032,-34.5869366,12,VILLA PUEYRREDON
CARLOS ANTONIO LOPEZ,2889,"2889 LOPEZ, CARLOS ANTONIO",-58.5028238,-34.5852672,12,VILLA PUEYRREDON
CARLOS ANTONIO LOPEZ,2697,"2697 LOPEZ, CARLOS ANTONIO",-58.5005773,-34.5838743,12,VILLA PUEYRREDON
CARLOS ANTONIO LOPEZ,2495,"2495 LOPEZ, CARLOS ANTONIO",-58.4982548,-34.5824354,12,VILLA PUEYRREDON
GRIVEO,2487,2487 GRIVEO,-58.4990475,-34.5816054,12,VILLA PUEYRREDON
URIARTE,2489,2489 URIARTE,-58.4228332,-34.5808322,14,PALERMO
ZAMUDIO,4299,4299 ZAMUDIO,-58.4937003,-34.5858337,12,VILLA PUEYRREDON
JORGE LUIS BORGES,1895,"1895 BORGES, JORGE LUIS",-58.4271493,-34.5868081,14,PALERMO
GABRIELA MISTRAL,2493,"2493 MISTRAL, GABRIELA",-58.4967162,-34.5841272,12,VILLA PUEYRREDON
GABRIELA MISTRAL,2699,"2699 MISTRAL, GABRIELA",-58.4989402,-34.5855051,12,VILLA PUEYRREDON
GABRIELA MISTRAL,2895,"2895 MISTRAL, GABRIELA",-58.5012633,-34.5869434,12,VILLA PUEYRREDON
SALVADOR MARIA DEL CARRIL AV.,2489,"2489 CARRIL, SALVADOR MARIA DEL AV.",-58.4934891,-34.5876983,12,VILLA PUEYRREDON
DR. JUAN FELIPE ARANGUREN,1389,1389 ARANGUREN JUAN F DR,-58.4518287,-34.6182251,6,CABALLITO
DE LOS INCAS AV.,5318,5318 DE LOS INCAS AV.,-58.4826614,-34.5876614,15,PARQUE CHAS
DR. JUAN FELIPE ARANGUREN,775,"775 ARANGUREN, JUAN F., DR.",-58.4451421,-34.6154867,6,CABALLITO
DR. JUAN FELIPE ARANGUREN,783,"783 ARANGUREN, JUAN F., DR.",-58.4433831,-34.6148386,6,CABALLITO
DR. JUAN FELIPE ARANGUREN,597,"597 ARANGUREN, JUAN F., DR.",-58.4398838,-34.6134445,6,CABALLITO
DE LOS INCAS AV.,4895,4895 DE LOS INCAS AV.,-58.4788606,-34.5846185,15,PARQUE CHAS
DR. JUAN FELIPE ARANGUREN,585,"585 ARANGUREN, JUAN F., DR.",-58.4397383,-34.613375,6,CABALLITO
DE LOS INCAS AV.,4912,4912 DE LOS INCAS AVE,-58.479031,-34.5849191,15,PARQUE CHAS
DE LOS INCAS AV.,4910,4910 DE LOS INCAS AVE,-58.4790165,-34.5849081,15,PARQUE CHAS
DR. HONORIO PUEYRREDON AV.,695,"695 PUEYRREDON, HONORIO, DR. AV.",-58.4420181,-34.6119626,6,CABALLITO
DE LOS INCAS AV.,4512,4512 DE LOS INCAS AV.,-58.4745701,-34.5815515,15,PARQUE CHAS
FRANKLIN,736,736 FRANKLIN,-58.4428667,-34.6084578,6,CABALLITO
TRIUNVIRATO AV.,3758,3758 TRIUNVIRATO AV.,-58.4745078,-34.5811071,15,PARQUE CHAS
DR. HONORIO PUEYRREDON AV.,1063,"1063 PUEYRREDON, HONORIO, DR. AV.",-58.4448456,-34.608232,6,CABALLITO
DR. HONORIO PUEYRREDON AV.,1065,"1065 PUEYRREDON, HONORIO, DR. AV.",-58.4449232,-34.608141,6,CABALLITO
TRIUNVIRATO AV.,3764,3764 TRIUNVIRATO AV.,-58.4746268,-34.5809689,15,PARQUE CHAS
FRANKLIN,802,802 FRANKLIN,-58.4446233,-34.6091138,6,CABALLITO
TRIUNVIRATO AV.,3914,3914 TRIUNVIRATO AV.,-58.4759059,-34.579938,15,PARQUE CHAS
TRIUNVIRATO AV.,3928,3928 TRIUNVIRATO AV.,-58.4760802,-34.5798968,15,PARQUE CHAS
FRANKLIN,902,902 FRANKLIN,-58.4467716,-34.6099109,6,CABALLITO
TRIUNVIRATO AV.,3944,3944 TRIUNVIRATO AV.,-58.476395,-34.5798224,15,PARQUE CHAS
TRIUNVIRATO AV.,3958,3958 TRIUNVIRATO AV.,-58.4766048,-34.5797728,15,PARQUE CHAS
FRANKLIN,916,916 FRANKLIN,-58.4468609,-34.6099468,6,CABALLITO
FRANKLIN,1050,1050 FRANKLIN,-58.4493388,-34.6109356,6,CABALLITO
TRIUNVIRATO AV.,4089,4089 TRIUNVIRATO AV.,-58.4785344,-34.5791356,15,VILLA ORTUZA
TRIUNVIRATO AV.,4071,4071 TRIUNVIRATO AV.,-58.4783555,-34.579177,15,VILLA ORTUZA
FRANKLIN,1240,1240 FRANKLIN,-58.4519105,-34.6119447,6,CABALLITO
FRAGATA PRES. SARMIENTO,995,995 FRAGATA PRES. SARMIENTO,-58.453959,-34.6129622,6,CABALLITO
FRAGATA PRES. SARMIENTO,787,787 FRAGATA PRES. SARMIENTO,-58.4525323,-34.6149387,6,CABALLITO
LA PAMPA,5210,5210 LA PAMPA,-58.4813267,-34.5805434,15,PARQUE CHAS
GAONA AV.,1693,1693 GAONA AV.,-58.4521377,-34.6105,6,CABALLITO
GAONA AV.,1667,1667 GAONA AV.,-58.4518812,-34.6103611,6,CABALLITO
DE LOS CONSTITUYENTES AV.,3494,3494 DE LOS CONSTITUYENTES AV.,-58.4845545,-34.5892409,15,AGRONOMIA
GAONA AV.,1283,1283 GAONA AV.,-58.4476539,-34.6081322,6,CABALLITO
GAONA AV.,1271,1271 GAONA AV.,-58.4474541,-34.6080443,6,CABALLITO
DE LOS INCAS AV.,5467,5467 DE LOS INCAS AV.,-58.484097,-34.5885657,15,PARQUE CHAS
CORRIENTES AV.,3476,3476 CORRIENTES AV.,-58.4141227,-34.6041494,5,ALMAGRO
CORRIENTES AV.,3436,3436 CORRIENTES AV.,-58.4137415,-34.6041868,5,ALMAGRO
CORRIENTES AV.,3416,3416 CORRIENTES AV.,-58.4135097,-34.6042095,5,ALMAGRO
CORRIENTES AV.,3222,3222 CORRIENTES AV.,-58.410654,-34.6041124,3,BALVANERA
CORRIENTES AV.,3148,3148 CORRIENTES AV.,-58.4097847,-34.604142,3,BALVANERA
CORRIENTES AV.,3138,3138 CORRIENTES AV.,-58.4095799,-34.6041551,3,BALVANERA
CORRIENTES AV.,3126,3126 CORRIENTES AV.,-58.4094063,-34.6041663,3,BALVANERA
CORRIENTES AV.,2880,2880 CORRIENTES AV.,-58.4064084,-34.6045293,3,BALVANERA
CORRIENTES AV.,2880,2880 CORRIENTES AV.,-58.406457,-34.604791,3,BALVANERA
CORRIENTES AV.,2832,2832 CORRIENTES AVE,-58.4059249,-34.604595,3,BALVANERA
CORRIENTES AV.,2818,2818 CORRIENTES AVE,-58.4057675,-34.6046159,3,BALVANERA
CORRIENTES AV.,2574,2574 CORRIENTES AV.,-58.4032818,-34.6048204,3,BALVANERA
CORRIENTES AV.,2564,2564 CORRIENTES AV.,-58.4030336,-34.6048171,3,BALVANERA
CORRIENTES AV.,2522,2522 CORRIENTES AV.,-58.4023882,-34.6048011,3,BALVANERA
CORRIENTES AV.,2380,2380 CORRIENTES AV.,-58.400517,-34.6047489,3,BALVANERA
CORRIENTES AV.,2314,2314 CORRIENTES AV.,-58.3997524,-34.6047267,3,BALVANERA
CORRIENTES AV.,2118,2118 CORRIENTES AV.,-58.3970661,-34.6046249,3,BALVANERA
CORRIENTES AV.,2066,2066 CORRIENTES AV.,-58.3961009,-34.6045974,3,BALVANERA
CORRIENTES AV.,1878,1878 CORRIENTES AV.,-58.39336,-34.6045226,3,BALVANERA
CORRIENTES AV.,1844,1844 CORRIENTES AV.,-58.3930298,-34.6045173,3,BALVANERA
CORRIENTES AV.,1812,1812 CORRIENTES AV.,-58.3925916,-34.6045074,3,BALVANERA
CARLOS CALVO,108,"108 CALVO, CARLOS",-58.3674944,-34.6193943,1,SAN TELMO
CARLOS CALVO,8,"8 CALVO, CARLOS",-58.3664563,-34.6193082,1,SAN TELMO
MORENO,189,189 MORENO,-58.369095,-34.611108,1,MONSERRAT
MORENO,179,179 MORENO,-58.3689915,-34.6111035,1,MONSERRAT
LASCANO,3206,3206 LASCANO,-58.4890482,-34.6091004,11,VILLA DEL PARQUE
LASCANO,3108,3108 LASCANO,-58.4877675,-34.6083907,11,VILLA DEL PARQUE
LASCANO,2908,2908 LASCANO,-58.4853019,-34.6070364,11,VILLA DEL PARQUE
LASCANO,2470,2470 LASCANO,-58.479284,-34.6040114,11,VILLA DEL PARQUE
LASCANO,2208,2208 LASCANO,-58.4764714,-34.6024753,11,VILLA DEL PARQUE
ARREGUI,2285,2285 ARREGUI,-58.4783972,-34.6012892,11,VILLA DEL PARQUE
NAZCA AV.,3478,3478 NAZCA AV.,-58.4941334,-34.595427,15,AGRONOMIA
ARREGUI,2683,2683 ARREGUI,-58.4834294,-34.6041311,11,VILLA DEL PARQUE
ARREGUI,2889,2897 ARREGUI,-58.4860845,-34.6056417,11,VILLA DEL PARQUE
NAZCA AV.,3806,3806 NAZCA,-58.4964772,-34.5926867,15,AGRONOMIA
ARREGUI,3089,3089 ARREGUI,-58.4884642,-34.6069891,11,VILLA DEL PARQUE
NAZCA AV.,3875,3875 NAZCA,-58.4967118,-34.5922628,15,AGRONOMIA
HELGUERA,2595,2595 HELGUERA,-58.49033296,-34.60491507,11,VILLA DEL PARQUE
HELGUERA,2595,2595 HELGUERA,-58.4911807,-34.604069,11,VILLA DEL PARQUE
NAZCA AV.,4059,4059 NAZCA,-58.497869,-34.5909886,15,AGRONOMIA
HELGUERA,2799,2799 HELGUERA,-58.491994,-34.603113,11,VILLA DEL PARQUE
NAZARRE,3145,3145 NAZARRE,-58.4945204,-34.6021183,11,VILLA DEL PARQUE
SALVADOR MARIA DEL CARRIL AV.,3108,"3108 CARRIL, SALVADOR MARIA DEL AV.",-58.5009715,-34.5924789,15,AGRONOMIA
SALVADOR MARIA DEL CARRIL AV.,3146,"3146 CARRIL, SALVADOR MARIA DEL AV.",-58.5013149,-34.5926909,15,AGRONOMIA
SALVADOR MARIA DEL CARRIL AV.,2736,"2736 CARRIL, SALVADOR MARIA DEL AV.",-58.4962977,-34.5896072,15,AGRONOMIA
SANTA FE AV.,4321,4321 SANTA FE AV.,-58.4227349,-34.5801066,14,PALERMO
SANTA FE AV.,4366,4366 SANTA FE AV.,-58.4231253,-34.57987,14,PALERMO
MARCOS SASTRE,3512,"3512 SASTRE, MARCOS",-58.4950525,-34.6075533,11,VILLA DEL PARQUE
SALVADOR MARIA DEL CARRIL AV.,2516,"2516 CARRIL, SALVADOR MARIA DEL AV.",-58.4938025,-34.5880585,15,AGRONOMIA
SANTA FE AV.,4395,4395 SANTA FE AV.,-58.4236746,-34.5795455,14,PALERMO
MARCOS SASTRE,3202,"3202 SASTRE, MARCOS",-58.4921099,-34.6058442,11,VILLA DEL PARQUE
SANTA FE AV.,4499,4499 SANTA FE AV.,-58.4239812,-34.5793662,14,PALERMO
MARCOS SASTRE,2906,"2906 SASTRE, MARCOS",-58.4883598,-34.6036619,11,VILLA DEL PARQUE
SANTA FE AV.,4554,4554 SANTA FE AV.,-58.4246335,-34.5789669,14,PALERMO
SANTA FE AV.,4581,4581 SANTA FE AV.,-58.4249268,-34.5787984,14,PALERMO
SANTA FE AV.,4558,4558 SANTA FE AV.,-58.4247295,-34.579089,14,PALERMO
NOGOYA,2518,2518 NOGOYA,-58.4855754,-34.599311,11,VILLA DEL PARQUE
SANTA FE AV.,4438,4438 SANTA FE AV.,-58.4241654,-34.5794964,14,PALERMO
NOGOYA,2497,2497 NOGOYA,-58.4850334,-34.5988736,11,VILLA DEL PARQUE
NOGOYA,2691,2691 NOGOYA,-58.4873169,-34.6002119,11,VILLA DEL PARQUE
NOGOYA,2928,2928 NOGOYA,-58.4900576,-34.6019271,11,VILLA DEL PARQUE
NOGOYA,3206,3206 NOGOYA,-58.4936877,-34.6040405,11,VILLA DEL PARQUE
ZAMUDIO,4089,4089 ZAMUDIO,-58.4923291,-34.5873521,15,AGRONOMIA
NOGOYA,3412,3412 NOGOYA,-58.4956666,-34.6051939,11,VILLA DEL PARQUE
SALVADOR MARIA DEL CARRIL AV.,2306,"2306 CARRIL, SALVADOR MARIA DEL AV.",-58.4915044,-34.5866127,15,AGRONOMIA
SALVADOR MARIA DEL CARRIL AV.,2172,"2172 CARRIL, SALVADOR MARIA DEL AV.",-58.4898616,-34.5855735,15,AGRONOMIA
SALVADOR MARIA DEL CARRIL AV.,2174,"2174 CARRIL, SALVADOR MARIA DEL AV.",-58.4896725,-34.5854416,15,AGRONOMIA
SARMIENTO AV.,2630,2630 SARMIENTO AV.,-58.4204202,-34.580461,14,PALERMO
SARMIENTO AV.,2650,2650 SARMIENTO AV.,-58.4203237,-34.58036,14,PALERMO
DE LOS CONSTITUYENTES AV.,3497,3497 DE LOS CONSTITUYENTES AV.,-58.4843683,-34.5891714,15,PARQUE CHAS
SARMIENTO AV.,2680,2680 SARMIENTO AV.,-58.4200771,-34.5801232,14,PALERMO
SARMIENTO AV.,2754,2754 SARMIENTO AV.,-58.4195804,-34.5794111,14,PALERMO
SARMIENTO AV.,3110,3110 SARMIENTO AV.,-58.4170346,-34.5769422,14,PALERMO
SARMIENTO AV.,3120,3120 SARMIENTO AV.,-58.4169614,-34.5768165,14,PALERMO
SARMIENTO AV.,3298,3298 SARMIENTO AV.,-58.4157372,-34.5755417,14,PALERMO
FRANCISCO BEIRO AV.,2757,"2757 BEIRO, FRANCISCO AV.",-58.4926221,-34.593929,15,AGRONOMIA
FRANCISCO BEIRO AV.,3095,"3095 BEIRO, FRANCISCO AV.",-58.4967959,-34.5965041,15,AGRONOMIA
FRANCISCO BEIRO AV.,2910,"2944 BEIRO, FRANCISCO AV.",-58.494396,-34.5951031,15,AGRONOMIA
INT. BULLRICH AV.,80,"80 BULLRICH, INT. AV.",-58.4236975,-34.5721253,14,PALERMO
INT. BULLRICH AV.,70,"70 BULLRICH, INT. AV.",-58.4236135,-34.5719793,14,PALERMO
NAZCA AV.,3499,3499 NAZCA AV.,-58.4941618,-34.5951014,15,AGRONOMIA
INT. BULLRICH AV.,531,"531 BULLRICH, INT. AV.",-58.4266209,-34.5774586,14,PALERMO
INT. BULLRICH AV.,550,"550 BULLRICH, INT. AV.",-58.426498,-34.5775451,14,PALERMO
GAVILAN,3608,3608 GAVILAN,-58.4871652,-34.5892688,15,AGRONOMIA
COLOMBIA AV. Y CERVIÑO AV,,COLOMBIA AV. & CERVIÑO AV,-58.4185487,-34.5754609,14,PALERMO
BAUNESS,1302,1302 BAUNESS,-58.4781778,-34.5856259,15,PARQUE CHAS
FRAY JUSTO SANTA MARIA DE ORO,2570,2570 FRAY JUSTO SANTAMARIA DE ORO,-58.4237221,-34.5784962,14,PALERMO
LLERENA,2487,2487 LLERENA,-58.473563,-34.5839619,15,PARQUE CHAS
TRIUNVIRATO AV.,3710,3710 TRIUNVIRATO AV.,-58.4739702,-34.5817973,15,PARQUE CHAS
COMBATIENTES DE MALVINAS AV.,3159,3159 COMBATIENTES DE MALVINAS AV.,-58.4725573,-34.5839211,15,VILLA ORTUZA
COMBATIENTES DE MALVINAS AV.,3154,3154 COMBATIENTES DE MALVINAS AV.,-58.4725679,-34.5843467,15,PARQUE CHAS
COMBATIENTES DE MALVINAS AV.,3056,3056 COMBATIENTES DE MALVINAS AV.,-58.4717281,-34.5859178,15,PARQUE CHAS
COMBATIENTES DE MALVINAS AV.,3042,3042 COMBATIENTES DE MALVINAS AV.,-58.4715485,-34.5861984,15,PARQUE CHAS
CAMPILLO,2426,2426 CAMPILLO,-58.4725724,-34.5844667,15,PARQUE CHAS
GALLO,399,399 GALLO,-58.4131532,-34.6042451,3,BALVANERA
LAVALLE,3287,3287 LAVALLE,-58.4124642,-34.6016034,3,BALVANERA
LAVALLE,2991,2991 LAVALLE,-58.408277,-34.6029218,3,BALVANERA
LAVALLE,2777,2777 LAVALLE,-58.4060423,-34.6031733,3,BALVANERA
LAVALLE,2753,2753 LAVALLE,-58.4056373,-34.6032328,3,BALVANERA
LAVALLE,2497,2497 LAVALLE,-58.4020315,-34.6033889,3,BALVANERA
LAVALLE,2479,2479 LAVALLE,-58.4019547,-34.6033915,3,BALVANERA
LAVALLE,2469,2469 LAVALLE,-58.4018027,-34.6033941,3,BALVANERA
LAVALLE,2295,2295 LAVALLE,-58.3994361,-34.6033009,3,BALVANERA
LAVALLE,2257,2257 LAVALLE,-58.3991574,-34.603292,3,BALVANERA
LAVALLE,2233,2233 LAVALLE,-58.3987759,-34.6032797,3,BALVANERA
LAVALLE,2093,2093 LAVALLE,-58.3967923,-34.6032446,3,BALVANERA
LAVALLE,2063,2063 LAVALLE,-58.3962997,-34.6032393,3,BALVANERA
LAVALLE,2051,2051 LAVALLE,-58.3961843,-34.6032377,3,BALVANERA
MARTIN GARCIA,249,"249 GARCIA, MARTIN AV.",-58.368797,-34.6276097,1,SAN TELMO
MARTIN GARCIA,339,"339 GARCIA, MARTIN AV.",-58.3701276,-34.6288469,1,SAN TELMO
MARTIN GARCIA,355,"355 GARCIA, MARTIN AV.",-58.3702732,-34.6289865,1,SAN TELMO
CUENCA,5397,5397 CUENCA,-58.511009,-34.5832835,12,VILLA PUEYRREDON
FRANCO,2917,2917 FRANCO,-58.5068271,-34.5816152,12,VILLA PUEYRREDON
NAZCA AV.,5093,5093 NAZCA,-58.5050162,-34.5830787,12,VILLA PUEYRREDON
GRAL. HORNOS,90,"90 HORNOS, GRAL.",-58.3790629,-34.6287847,1,CONSTITUCION
NAZCA AV.,4712,4712 NAZCA,-58.5024533,-34.5860724,12,VILLA PUEYRREDON
GRAL. HORNOS,66,"66 HORNOS, GRAL.",-58.3791527,-34.6285281,1,CONSTITUCION
GRAL. HORNOS,56,"56 HORNOS, GRAL.",-58.379241,-34.6282298,1,CONSTITUCION
SAN LUIS,3312,3312 SAN LUIS,-58.4123924,-34.5993232,5,ALMAGRO
GRAL. HORNOS,12,"12 HORNOS, GRAL.",-58.3793349,-34.6280226,1,CONSTITUCION
NAZCA AV.,4697,4697 NAZCA,-58.5019909,-34.5864214,12,VILLA PUEYRREDON
NAZCA AV.,4397,4397 NAZCA,-58.5000082,-34.5886203,12,VILLA PUEYRREDON
NAZCA AV.,4312,4312 NAZCA,-58.4997001,-34.5891219,12,VILLA PUEYRREDON
SAN LUIS,2948,2948 SAN LUIS,-58.4067995,-34.5996631,3,BALVANERA
LIMA ESTE,1533,1533 LIMA ESTE,-58.380525,-34.6258355,1,CONSTITUCION
LIMA ESTE,1543,1543 LIMA ESTE,-58.3804334,-34.62603,1,CONSTITUCION
LIMA ESTE,1543,1543 LIMA ESTE,-58.3805541,-34.6256542,1,CONSTITUCION
NAZCA AV.,4128,4128 NAZCA,-58.4983747,-34.5905889,12,VILLA PUEYRREDON
SAN LUIS,2714,2714 SAN LUIS,-58.4045435,-34.5998965,3,BALVANERA
LIMA ESTE,1489,1489 LIMA ESTE,-58.3806127,-34.6255865,1,CONSTITUCION
LIMA ESTE,1479,1479 LIMA ESTE,-58.3806879,-34.625348,1,CONSTITUCION
LIMA ESTE,1469,1469 LIMA ESTE,-58.3807516,-34.6251954,1,CONSTITUCION
SALVADOR MARIA DEL CARRIL AV.,2899,"2899 CARRIL, SALVADOR MARIA DEL AV.",-58.4981488,-34.5905879,12,VILLA PUEYRREDON
GRAL. HORNOS,15,15 HORNOS GRAL,-58.3795448,-34.628256,1,CONSTITUCION
GRAL. HORNOS,45,"45 HORNOS, GRAL.",-58.3793947,-34.6286426,1,CONSTITUCION
AZCUENAGA,616,616 AZCUENAGA,-58.4009677,-34.6019717,3,BALVANERA
GRAL. HORNOS,53,"53 HORNOS, GRAL.",-58.3792007,-34.6290377,1,CONSTITUCION
GRAL. HORNOS,73,"73 HORNOS, GRAL.",-58.3791352,-34.6291928,1,CONSTITUCION
AZCUENAGA,408,408 AZCUENAGA,-58.4009011,-34.6044411,3,BALVANERA
BERNARDO DE IRIGOYEN,1690,"1690 IRIGOYEN, BERNARDO DE",-58.378005,-34.6282654,1,CONSTITUCION
BERNARDO DE IRIGOYEN,1688,"1688 IRIGOYEN, BERNARDO DE",-58.3779949,-34.6283105,1,CONSTITUCION
HABANA,3302,3302 HABANA,-58.5048981,-34.5926482,11,VILLA DEVOTO
BERNARDO DE IRIGOYEN,1660,"1660 IRIGOYEN, BERNARDO DE",-58.3781089,-34.6280754,1,CONSTITUCION
BERNARDO DE IRIGOYEN,1512,"1512 IRIGOYEN, BERNARDO DE",-58.3787781,-34.6264671,1,CONSTITUCION
PASTEUR,589,589 PASTEUR,-58.3996583,-34.6023639,3,BALVANERA
PASTEUR,687,687 PASTEUR,-58.3997502,-34.6012698,3,BALVANERA
VIAMONTE,2312,2312 VIAMONTE,-58.3999415,-34.6011601,3,BALVANERA
BERNARDO DE IRIGOYEN,1428,"1428 IRIGOYEN, BERNARDO DE",-58.3791878,-34.6251323,1,CONSTITUCION
PRES. JOSE EVARISTO URIBURU,755,"755 URIBURU JOSE E., PRES.",-58.3986269,-34.6005089,3,BALVANERA
JUNIN,584,584 JUNIN,-58.3970499,-34.602452,3,BALVANERA
HELGUERA,5606,5606 HELGUERA,-58.511449,-34.580676,12,VILLA PUEYRREDON
GRAL. PAZ AV.,5708,"5708 PAZ, GRAL. AV.",-58.5138963,-34.5804052,12,VILLA PUEYRREDON
GRAL. PAZ AV.,5710,"5710 PAZ, GRAL. AV.",-58.5139075,-34.5804281,12,VILLA PUEYRREDON
AYACUCHO,799,799 AYACUCHO,-58.3957467,-34.5999251,3,BALVANERA
GRAL. PAZ AV.,5581,"5581 PAZ, GRAL. AV.",-58.5138805,-34.5777565,12,VILLA PUEYRREDON
GRAL. PAZ AV.,5481,"5481 PAZ, GRAL. AV.",-58.5129345,-34.5756096,12,VILLA PUEYRREDON
RIOBAMBA,612,612 RIOBAMBA,-58.3941812,-34.6017898,3,BALVANERA
GRAL. PAZ AV.,5327,"5327 PAZ, GRAL. AV.",-58.5117775,-34.5730411,12,VILLA PUEYRREDON
RIOBAMBA,416,416 RIOBAMBA,-58.3939283,-34.6042541,3,BALVANERA
GRAL. PAZ AV.,5079,"5079 PAZ, GRAL. AV.",-58.5104021,-34.5700925,12,VILLA PUEYRREDON
GRAL. PAZ AV.,5012,"5012 PAZ, GRAL. AV.",-58.5092481,-34.5702141,12,VILLA PUEYRREDON
CORDOBA AV.,1837,1837 CORDOBA AV.,-58.3935621,-34.5995709,2,RECOLETA
GRAL. PAZ AV.,5208,"5208 PAZ, GRAL. AV.",-58.5104405,-34.5730074,12,VILLA PUEYRREDON
CORDOBA AV.,2079,2079 CORDOBA AV.,-58.3968967,-34.5996427,2,RECOLETA
GRAL. PAZ AV.,5298,"5298 PAZ, GRAL. AV.",-58.51121,-34.5746488,12,VILLA PUEYRREDON
CORDOBA AV.,2141,2141 CORDOBA AV.,-58.3981061,-34.5996669,2,RECOLETA
GRAL. PAZ AV.,5390,"5390 PAZ, GRAL. AV.",-58.5122611,-34.5770243,12,VILLA PUEYRREDON
CORDOBA AV.,2351,2351 CORDOBA AVE,-58.4006323,-34.5994493,2,RECOLETA
ARGERICH,5848,5848 ARGERICH,-58.511765,-34.577985,12,VILLA PUEYRREDON
ALBARELLOS AV.,2924,2924 ALBARELLOS AV.,-58.5102119,-34.5778615,12,VILLA PUEYRREDON
ALBARELLOS AV.,2837,2837 ALBARELLOS AV.,-58.5093102,-34.5771729,12,VILLA PUEYRREDON
CORDOBA AV.,2663,2663 CORDOBA AV.,-58.4048159,-34.5979504,2,RECOLETA
CORDOBA AV.,2671,2671 CORDOBA AV.,-58.404905,-34.5979508,2,RECOLETA
CORDOBA AV.,2861,2861 CORDOBA AV.,-58.4076951,-34.5979725,2,RECOLETA
CORDOBA AV.,3157,3157 CORDOBA AV.,-58.4111931,-34.5979582,2,RECOLETA
