street,street number,complete address,long,lat,commune,neighborhood
COLOMBRES,300,300 COLOMBRES,-58.4185342,-34.6149374,5,ALMAGRO
COLOMBRES,310,310 COLOMBRES,-58.4185259,-34.6149943,5,SAN CRISTOBAL
COLOMBRES,408,408 COLOMBRES,-58.4182332,-34.6176508,5,LINIERS
DEAN FUNES,1581,1581 DEAN FUNES,-58.4052676,-34.628664,3,ALMAGRO
ACASSUSO,6463,6463 ACASSUSO,-58.5143887,-34.6490089,9,LINIERS
COLOMBRES,714,714 COLOMBRES,-58.4180322,-34.6209966,5,BOEDO
ACASSUSO,6585,6585 ACASSUSO,-58.5151307,-34.6496779,9,SAN CRISTOBAL
COLOMBRES,958,958 COLOMBRES,-58.4176651,-34.6251291,5,LINIERS
DEAN FUNES,1179,1179 DEAN FUNES,-58.4059085,-34.6239088,3,BOEDO
COLOMBRES,1002,1002 COLOMBRES,-58.4176116,-34.6258751,5,BOEDO
COLOMBRES,1020,1020 COLOMBRES,-58.4175742,-34.6260387,5,SAN CRISTOBAL
LA RIOJA,816,816 LA RIOJA,-58.4076742,-34.620061,3,SAN CRISTOBAL
LA RIOJA,1006,1006 LA RIOJA,-58.4072917,-34.6221652,3,SAN CRISTOBAL
LA RIOJA,1220,1220 LA RIOJA,-58.4070046,-34.624647,3,LINIERS
MONTIEL,706,706 MONTIEL,-58.5258772,-34.6468115,9,LINIERS
LA RIOJA,1310,1310 LA RIOJA,-58.4068248,-34.6262012,3,SAN CRISTOBAL
MONTIEL,20,20 MONTIEL,-58.5263556,-34.6394737,9,SAN CRISTOBAL
GRAL. URQUIZA,1189,"1189 URQUIZA, GRAL.",-58.4089357,-34.624499,3,SAN CRISTOBAL
GRAL. URQUIZA,995,"995 URQUIZA, GRAL.",-58.409162,-34.6222595,3,SAN CRISTOBAL
24 DE NOVIEMBRE,818,818 24 DE NOVIEMBRE,-58.4107276,-34.6206595,3,SAN CRISTOBAL
24 DE NOVIEMBRE,818,818 24 DE NOVIEMBRE,-58.4107295,-34.6206358,3,MATADEROS
24 DE NOVIEMBRE,1020,1020 24 DE NOVIEMBRE,-58.4104841,-34.6230616,3,MATADEROS
GRAL. PAZ AV.,12418,"12418 PAZ, GRAL. AV.",-58.5208334,-34.659406,9,LINIERS
GRAL. PAZ AV.,12114,"12114 PAZ, GRAL. AV.",-58.5245474,-34.6566199,9,LINIERS
24 DE NOVIEMBRE,1220,1220 24 DE NOVIEMBRE,-58.4102727,-34.6251035,3,SAN CRISTOBAL
24 DE NOVIEMBRE,1220,1220 24 DE NOVIEMBRE,-58.4103012,-34.6249635,3,SAN CRISTOBAL
GRAL. PAZ AV.,11804,"11804 PAZ, GRAL. AV.",-58.5277863,-34.6534551,9,LINIERS
COCHABAMBA,3193,3193 COCHABAMBA,-58.4099819,-34.6262332,3,SAN CRISTOBAL
GRAL. PAZ AV.,10930,"10910 PAZ, GRAL. AV.",-58.5288166,-34.6432997,9,LINIERS
BARCALA,3089,3089 BARCALA,-58.4085503,-34.6254907,3,SAN CRISTOBAL
GRAL. PAZ AV.,10780,"10780 PAZ, GRAL. AV.",-58.5289149,-34.6413772,9,LINIERS
GRAL. PAZ AV.,10764,"10764 PAZ, GRAL. AV.",-58.5289231,-34.6412096,9,LINIERS
GRAL. PAZ AV.,10734,"10734 PAZ, GRAL. AV.",-58.5289339,-34.6409874,9,LINIERS
GRAL. PAZ AV.,10728,"10728 PAZ, GRAL. AV.",-58.5289402,-34.640857,9,LINIERS
GRAL. PAZ AV.,10704,"10704 PAZ, GRAL. AV.",-58.528951,-34.6406342,9,LINIERS
MIRALLA,2506,2506 MIRALLA,-58.4839888,-34.6613561,8,VILLA LUGANO
LARRAYA,2791,2791 LARRAYA,-58.4854158,-34.6641893,8,VILLA LUGANO
LARRAZABAL AV.,3006,3006 LARRAZABAL,-58.4838956,-34.6672392,8,VILLA LUGANO
LARRAZABAL AV.,2614,2614 LARRAZABAL,-58.488563,-34.6635912,8,VILLA LUGANO
MURGUIONDO,2995,2995 MURGUIONDO,-58.4900166,-34.6661042,8,VILLA LUGANO
MURGUIONDO,3199,3199 MURGUIONDO,-58.487515,-34.6680515,8,VILLA LUGANO
MURGUIONDO,3395,3395 MURGUIONDO,-58.4847594,-34.6701803,8,VILLA LUGANO
MURGUIONDO,3591,3591 MURGUIONDO,-58.4827379,-34.6717228,8,VILLA LUGANO
MURGUIONDO,3797,3797 MURGUIONDO,-58.480637,-34.6733123,8,VILLA LUGANO
OLIDEN,3710,3710 OLIDEN,-58.4792724,-34.6726004,8,VILLA LUGANO
OLIDEN,3502,3502 OLIDEN,-58.4815068,-34.6709771,8,VILLA LUGANO
OLIDEN,3308,3308 OLIDEN,-58.4835202,-34.6695163,8,VILLA LUGANO
OLIDEN,3108,3108 OLIDEN,-58.4862547,-34.667364,8,VILLA LUGANO
EVA PERON AV.,7436,7424 PERON EVA AVE,-58.5009116,-34.6736855,8,VILLA LUGANO
EVA PERON AV.,7444,"74044 PERON, EVA AV.",-58.501036,-34.673748,8,VILLA LUGANO
EVA PERON AV.,7052,"7052 PERON, EVA AV.",-58.49793,-34.671814,8,VILLA LUGANO
EVA PERON AV.,6518,"6518 PERON, EVA AV.",-58.479673,-34.658694,8,VILLA LUGANO
EVA PERON AV.,6150,"6150 PERON, EVA AV.",-58.491049,-34.665881,8,VILLA LUGANO
EVA PERON AV.,5736,"5736 PERON, EVA AV.",-58.4862187,-34.6625988,8,VILLA LUGANO
EVA PERON AV.,5514,"5514 PERON, EVA AV.",-58.4842354,-34.661458,8,VILLA LUGANO
EVA PERON AV.,5246,"5246 PERON, EVA AV.",-58.481682,-34.6597982,8,VILLA LUGANO
EVA PERON AV.,4922,"4922 PERON, EVA AV.",-58.479037,-34.6580769,8,VILLA LUGANO
EVA PERON AV.,4910,"4910 PERON, EVA AV.",-58.4790017,-34.6580527,8,VILLA LUGANO
DEL LIBERTADOR AV.,741,741 DEL LIBERTADOR AV.,-58.3833081,-34.5878028,1,RETIRO
DEL LIBERTADOR AV.,741,741 DEL LIBERTADOR AV.,-58.3831032,-34.587914,1,RETIRO
DEL LIBERTADOR AV.,423,423 DEL LIBERTADOR AV.,-58.3798042,-34.5896987,1,RETIRO
DEL LIBERTADOR AV.,443,443 DEL LIBERTADOR AV.,-58.3801162,-34.5895294,1,RETIRO
DEL LIBERTADOR AV.,185,185 DEL LIBERTADOR AV.,-58.3763722,-34.5918669,1,RETIRO
DEL LIBERTADOR AV.,165,165 DEL LIBERTADOR AV.,-58.3760564,-34.5920654,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1314,"1314 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3750106,-34.5920994,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1340,"1340 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3749208,-34.5919808,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1348,"1348 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3748268,-34.5918632,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1320,"1320 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3741526,-34.5911626,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1392,"1392 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3742031,-34.5913052,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1388,"1388 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.374306,-34.5914353,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1384,"1384 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3744088,-34.5915525,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1358,"1358 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.374567,-34.5917438,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1354,"1354 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3746561,-34.5918649,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1350,"1350 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3747532,-34.5919608,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1320,"1320 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3748255,-34.5920721,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1316,"1316 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3749072,-34.5921739,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1312,"1312 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3751077,-34.5922171,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1308,"1308 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3750015,-34.5922808,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1304,"1304 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.375079,-34.5923778,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1350,"1350 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3749348,-34.5924472,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1350,"1350 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3748498,-34.5923508,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1350,"1350 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3747789,-34.592255,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1350,"1350 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3746994,-34.5921542,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1340,"1340 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3746026,-34.5920472,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1350,"1350 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3745145,-34.5919359,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1350,"1350 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3744183,-34.5918184,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1350,"1350 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3742317,-34.591596,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1350,"1350 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3742035,-34.5914866,1,RETIRO
GILARDO GILARDI,1297,"1297 GILARDI, GILARDO",-58.3732183,-34.5911586,1,RETIRO
GILARDO GILARDI,1287,"1287 GILARDI, GILARDO",-58.3732124,-34.591129,1,RETIRO
GILARDO GILARDI,1257,"1257 GILARDI, GILARDO",-58.3730541,-34.5912141,1,RETIRO
GILARDO GILARDI,1237,"GILARDI, GILARDO 1237",-58.3733946,-34.5910983,1,RETIRO
GILARDO GILARDI,1247,"1247 GILARDI, GILARDO",-58.3732674,-34.5911406,1,RETIRO
SAN MARTIN,1249,1249 SAN MARTIN,-58.3731883,-34.5929659,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1508,"1508 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3732949,-34.5898124,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1512,"1512 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3732033,-34.5897045,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1520,"1520 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.373104,-34.5895959,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1530,"1530 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3730052,-34.5894659,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1540,"1540 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3729227,-34.5893682,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1560,"1560 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.37255,-34.5890605,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1570,"1570 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3724858,-34.5889851,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1574,"1574 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3724326,-34.5889082,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1580,"1580 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3724036,-34.5888282,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1576,"1576 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3723733,-34.5889347,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1572,"1572 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3724303,-34.5890046,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1562,"1562 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3725071,-34.589087,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1554,"1554 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3726151,-34.5892091,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1534,"1534 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3728129,-34.5893889,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1532,"1532 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.372907,-34.5894943,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1514,"1514 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3730073,-34.5896193,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1518,"1518 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3731176,-34.5897443,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1526,"1526 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3732263,-34.5898904,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1532,"1532 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3731426,-34.5899266,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1532,"1532 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3730215,-34.5897825,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1532,"1532 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3728177,-34.5895351,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1542,"1542 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3727243,-34.5894161,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1542,"1542 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3725331,-34.5892122,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1542,"1542 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3724565,-34.5891166,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1542,"1542 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3723775,-34.589019,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1542,"1542 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3723059,-34.5889313,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1579,"1579 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.372191,-34.5894057,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1563,"1563 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3724067,-34.5896045,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1561,"1561 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3724111,-34.5896099,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1559,"1559 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3724156,-34.5896153,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1549,"1549 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3724379,-34.5896423,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1539,"1539 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3724602,-34.5896693,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1529,"1529 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3724826,-34.5896963,1,RETIRO
GUSTAVO MARTINEZ ZUVIRIA,1221,"1221 MARTINEZ ZUVIRIA, GUSTAVO,",-58.3724177,-34.5904274,1,RETIRO
GUSTAVO MARTINEZ ZUVIRIA,1230,"1230 MARTINEZ ZUVIRIA, GUSTAVO,",-58.3725782,-34.590614,1,RETIRO
GUSTAVO MARTINEZ ZUVIRIA,1227,"1227 MARTINEZ ZUVIRIA, GUSTAVO,",-58.3724497,-34.5904104,1,RETIRO
GUSTAVO MARTINEZ ZUVIRIA,1242,"1242 MARTINEZ ZUVIRIA, GUSTAVO,",-58.3726983,-34.5905502,1,RETIRO
GUSTAVO MARTINEZ ZUVIRIA,1254,"1254 MARTINEZ ZUVIRIA, GUSTAVO,",-58.3727583,-34.5905182,1,RETIRO
GUSTAVO MARTINEZ ZUVIRIA,1268,"1268 MARTINEZ ZUVIRIA, GUSTAVO,",-58.3728283,-34.590481,1,RETIRO
GUSTAVO MARTINEZ ZUVIRIA,1278,"1278 MARTINEZ ZUVIRIA, GUSTAVO,",-58.3728784,-34.5904544,1,RETIRO
GUSTAVO MARTINEZ ZUVIRIA,1288,"1288 MARTINEZ ZUVIRIA, GUSTAVO,",-58.3729284,-34.5904278,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1483,"1483 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3731644,-34.590567,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1433,"1433 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.3732235,-34.5906391,1,RETIRO
DR. JOSE MARIA RAMOS MEJIA AV.,1482,"1482 RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.373283,-34.590677,1,RETIRO
COMODORO PY AV.,2071,"2071 PY, COMODORO AV.",-58.3683366,-34.5881346,1,RETIRO
COMODORO PY AV.,1923,"1923 PY, COMODORO AV.",-58.3690615,-34.5889699,1,RETIRO
COMODORO PY AV.,2308,"2308 PY, COMODORO AV.",-58.3675286,-34.5863602,1,RETIRO
COMODORO PY AV.,2260,"2260 PY, COMODORO AV.",-58.3675142,-34.5863004,1,RETIRO
COMODORO PY AV.,2240,"2240 PY, COMODORO AV.",-58.3675206,-34.5863085,1,RETIRO
COMODORO PY AV.,1980,"1980 PY, COMODORO AV.",-58.369011,-34.5882697,1,RETIRO
COMODORO PY AV.,1804,"1804 PY, COMODORO AV.",-58.3699225,-34.5893401,1,RETIRO
COMODORO PY AV.,1820,"1820 PY, COMODORO AV.",-58.369917,-34.5894145,1,RETIRO
INMIGRANTES AV.,2390,2390 DE LOS INMIGRANTES AVE,-58.3699569,-34.5850625,1,RETIRO
CARLOS H. PERETTE,,CARLOS H. PERETTE,-58.3740545,-34.5858102,1,RETIRO
CARLOS H. PERETTE,,CARLOS H. PERETTE,-58.3735426,-34.5860676,1,RETIRO
CARLOS H. PERETTE,,CARLOS H. PERETTE,-58.3744694,-34.585556,1,RETIRO
CARLOS H. PERETTE,,CARLOS H. PERETTE,-58.3742846,-34.5856608,1,RETIRO
CARLOS H. PERETTE,,CARLOS H. PERETTE,-58.3738461,-34.5859276,1,RETIRO
CARLOS H. PERETTE,,CARLOS H. PERETTE,-58.3736383,-34.5860324,1,RETIRO
CARLOS H. PERETTE,,CARLOS H. PERETTE,-58.373546,-34.5860896,1,RETIRO
CARLOS H. PERETTE,,CARLOS H. PERETTE,-58.3731477,-34.5863085,1,RETIRO
TABARE,1595,1595 TABARE,-58.4258443,-34.6529016,4,NUEVA POMPEYA
TABARE,1791,1791 TABARE,-58.4274891,-34.6544786,4,NUEVA POMPEYA
TABARE,1931,1931 TABARE,-58.4285955,-34.6555367,4,NUEVA POMPEYA
CONDOR,1706,1706 CONDOR,-58.4261903,-34.6547548,4,NUEVA POMPEYA
DEL BARCO CENTENERA AV.,3036,3036 BARCO CENTENERA DEL,-58.4232519,-34.651493,4,NUEVA POMPEYA
CABILDO AV.,469,469 CABILDO AV.,-58.4415768,-34.57152,14,PALERMO
CABILDO AV.,510,510 CABILDO AV.,-58.4422356,-34.57142,13,COLEGIALES
DEL BARCO CENTENERA AV.,3224,3224 BARCO CENTENERA DEL,-58.4211272,-34.6530194,4,NUEVA POMPEYA
CABILDO AV.,548,548 CABILDO AV.,-58.4428976,-34.57107,13,COLEGIALES
CABILDO AV.,588,588 CABILDO AV.,-58.4434042,-34.57081,13,COLEGIALES
DEL BARCO CENTENERA AV.,3195,3195 BARCO CENTENERA DEL,-58.4216791,-34.6528326,4,NUEVA POMPEYA
CABILDO AV.,1009,1009 CABILDO AV.,-58.4465499,-34.56901,14,PALERMO
CABILDO AV.,1110,1110 CABILDO AV.,-58.4473442,-34.56886,13,COLEGIALES
INTEDENTE FRANCISCO RABANAL AV.,1793,"1793 RABANAL, FRANCISCO, INTENDENTE AV.",-58.4236231,-34.6572115,4,NUEVA POMPEYA
CABILDO AV.,1178,1178 CABILDO AV.,-58.4479065,-34.56857,13,COLEGIALES
CABILDO AV.,1212,1212 CABILDO AV.,-58.4483705,-34.56834,13,COLEGIALES
CABILDO AV.,1280,1280 CABILDO AV.,-58.4487805,-34.56813,13,COLEGIALES
INTEDENTE FRANCISCO RABANAL AV.,2085,"2085 RABANAL, FRANCISCO, INTENDENTE AV.",-58.42661,-34.6585639,4,NUEVA POMPEYA
CABILDO AV.,1309,1309 CABILDO AV.,-58.4491382,-34.56768,13,BELGRANO
INTEDENTE FRANCISCO RABANAL AV.,2091,"2091 RABANAL, FRANCISCO, INTENDENTE AV.",-58.426689,-34.6585989,4,NUEVA POMPEYA
CABILDO AV.,1373,1373 CABILDO AV.,-58.4493476,-34.56756,13,BELGRANO
CABILDO AV.,1421,1421 CABILDO AV.,-58.4501351,-34.56714,13,BELGRANO
INTEDENTE FRANCISCO RABANAL AV.,2020,"2020 RABANAL, FRANCISCO, INTENDENTE AV.",-58.4256117,-34.6586548,4,NUEVA POMPEYA
CABILDO AV.,1508,1508 CABILDO AV.,-58.4510583,-34.5669,13,COLEGIALES
CABILDO AV.,1546,1546 CABILDO AV.,-58.4515037,-34.56665,13,COLEGIALES
CABILDO AV.,1574,1574 CABILDO AV.,-58.4520395,-34.56637,13,COLEGIALES
VIRREY DEL PINO,2504,"2504 PINO, VIRREY DEL",-58.4539463,-34.567101,13,COLEGIALES
INTEDENTE FRANCISCO RABANAL AV.,1606,"1606 RABANAL, FRANCISCO, INTENDENTE AV.",-58.4215593,-34.6567534,4,NUEVA POMPEYA
VIRREY DEL PINO,2754,"2754 PINO, VIRREY DEL",-58.455743,-34.5681735,13,COLEGIALES
INTEDENTE FRANCISCO RABANAL AV.,1330,"1330 RABANAL, FRANCISCO, INTENDENTE AV.",-58.417063,-34.6552521,4,NUEVA POMPEYA
INTEDENTE FRANCISCO RABANAL AV.,1330,"1330 RABANAL, FRANCISCO, INTENDENTE AV.",-58.4173114,-34.65532,4,NUEVA POMPEYA
INTEDENTE FRANCISCO RABANAL AV.,1330,"1330 RABANAL, FRANCISCO, INTENDENTE AV.",-58.4171076,-34.6550641,4,NUEVA POMPEYA
DE LOS INCAS AV.,3095,3095 DE LOS INCAS AV.,-58.4586757,-34.570415,13,BELGRANO
INTEDENTE FRANCISCO RABANAL AV.,1321,"1321 RABANAL, FRANCISCO, INTENDENTE AV.",-58.41761,-34.6548725,4,NUEVA POMPEYA
DE LOS INCAS AV.,3291,3291 DE LOS INCAS AVE,-58.4606683,-34.572352,13,BELGRANO
DE LOS INCAS AV.,3295,3295 DE LOS INCAS AVE,-58.4606888,-34.5723718,13,BELGRANO
FOREST AV.,1438,1438 FOREST AV.,-58.4627513,-34.5757361,15,VILLA ORTUZA
ESCALADA AV.,2744,2744 ESCALADA AV.,-58.4712129,-34.6635125,8,VILLA LUGANO
ESCALADA AV.,2173,2173 ESCALADA AV.,-58.4793698,-34.6574718,9,MATADEROS
DELGADO,1406,1406 DELGADO,-58.4610563,-34.5763168,13,COLEGIALES
ESCALADA AV.,2187,2187 ESCALADA AV.,-58.4791582,-34.6576401,9,MATADEROS
INTEDENTE FRANCISCO RABANAL AV.,1321,"1321 RABANAL, FRANCISCO, INTENDENTE AV.",-58.4177608,-34.6550164,4,NUEVA POMPEYA
ELCANO AV.,3424,3424 ELCANO AV.,-58.459798,-34.5759205,13,COLEGIALES
ESCALADA AV.,2281,2281 ESCALADA AV.,-58.4773233,-34.6591123,8,VILLA LUGANO
ELCANO AV.,3416,3416 ELCANO AV.,-58.4597969,-34.5758783,13,COLEGIALES
ESCALADA AV.,2297,2297 ESCALADA AV.,-58.4772288,-34.659186,8,VILLA LUGANO
ESCALADA AV.,2461,2461 ESCALADA AV.,-58.4749452,-34.6609808,8,VILLA LUGANO
ESCALADA AV.,2487,2487 ESCALADA AV.,-58.4745745,-34.6612716,8,VILLA LUGANO
SUPERI,1493,1493 SUPERI,-58.4614078,-34.5735119,13,COLEGIALES
ESCALADA AV.,2668,2668 ESCALADA AV.,-58.4731862,-34.6622906,9,PARQUE AVELLANEDA
CASTAÑARES AV,4557,4557 CASTA?ARES AV.,-58.4707079,-34.6650347,8,VILLA LUGANO
CASTAÑARES AV,4567,4567 CASTAÑARES AV,-58.4705941,-34.6649673,8,VILLA LUGANO
CONDE,1534,1534 CONDE,-58.4597091,-34.5731993,13,COLEGIALES
CASTAÑARES AV,4751,4751 CASTA?ARES AV.,-58.4722253,-34.6663214,8,VILLA LUGANO
CASTAÑARES AV,4761,4761 CASTA?ARES AV.,-58.4722804,-34.6663729,8,VILLA LUGANO
CASTAÑARES AV,4912,4912 CASTA?ARES AV.,-58.4733152,-34.6674434,8,VILLA LUGANO
CASTAÑARES AV,4810,4810 CASTA?ARES AV.,-58.4725767,-34.6668095,8,VILLA LUGANO
ZAPIOLA,1508,1508 ZAPIOLA,-58.4573388,-34.5713486,13,COLEGIALES
CASTAÑARES AV,4722,4722 CASTA?ARES AV.,-58.4717555,-34.6661173,8,VILLA LUGANO
CASTAÑARES AV,4558,4558 CASTA?ARES AV.,-58.4704822,-34.6650348,8,VILLA LUGANO
CASTAÑARES AV,4556,4556 CASTA?ARES AV.,-58.4704475,-34.6650053,8,VILLA LUGANO
ZAPIOLA,1218,1218 ZAPIOLA,-58.4545488,-34.572901,13,COLEGIALES
CASTAÑARES AV,4510,4510 CASTA?ARES AV.,-58.4702495,-34.6648373,8,VILLA LUGANO
ZAPIOLA,702,702 ZAPIOLA,-58.4486851,-34.5759393,13,COLEGIALES
SANTANDER,5427,5427 SANTANDER,-58.480881,-34.66817,8,VILLA LUGANO
"FREIRE, RAMON, CAP. GRAL. ",765,"765 FREIRE, RAMON, CAP. GRAL.",-58.4495657,-34.5766382,13,COLEGIALES
SANTANDER,5889,5889 SANTANDER,-58.4852937,-34.6724142,8,VILLA LUGANO
"FREIRE, RAMON, CAP. GRAL. ",979,"979 FREIRE, RAMON, CAP. GRAL.",-58.4522386,-34.5754287,13,COLEGIALES
"FREIRE, RAMON, CAP. GRAL. ",1187,"1187 FREIRE, RAMON, CAP. GRAL.",-58.4548889,-34.5740571,13,COLEGIALES
CONDE,1212,1212 CONDE,-58.4561155,-34.5749154,13,COLEGIALES
CONDE,1006,1006 CONDE,-58.4534327,-34.5761766,13,COLEGIALES
CONDE,904,904 CONDE,-58.4516575,-34.5769512,13,COLEGIALES
CONDE,724,724 CONDE,-58.4497736,-34.5778673,13,COLEGIALES
TEODORO GARCIA,3399,"3399 GARCIA, TEODORO",-58.4515859,-34.5792078,13,COLEGIALES
